id,year,test_score,treatment,post,income,parent_edu,school_funding,class_size,teacher_experience
128,10,89.7348700460615,0,1,41837.6169767488,10.3443887601816,6655.39068186463,26.7520344327659,9.47458594818957
128,11,91.142157909026,0,1,43975.7714083921,10.3443887601816,6315.93101297789,21.5172956416589,8.37820251708951
128,12,81.9899884941277,0,1,43531.5684831886,10.3443887601816,6858.41368382788,26.0698776311546,10.3060436160364
128,13,86.6949045049442,0,1,45419.2654097004,10.3443887601816,7017.34768088689,26.5349415506663,13.1033238343262
128,14,91.8897930608218,0,1,47789.0619646971,10.3443887601816,6843.46972918042,26.5058484064557,16.0340731897662
128,15,97.6734812010664,0,1,49730.9271960094,10.3443887601816,8215.11033674774,28.0392940067399,13.6224809368607
129,1,74.1841715634406,0,0,31104.1040256123,8.45160147965257,5315.63002056085,26.6472692345721,2.34435030085688
129,2,71.510596587604,0,0,30989.6752755492,8.45160147965257,4512.35944142921,19.5284407321186,4.12030521849255
129,3,77.1464056055746,0,0,32618.0576415377,8.45160147965257,6404.75853523192,23.9516900958496,4.88092913131541
129,4,82.4373725344263,0,0,35176.3159482613,8.45160147965257,5458.87097495129,26.5980708873052,6.48853564697298
129,5,84.6404986528015,0,0,35650.6488608942,8.45160147965257,5752.06418222214,25.7068315925172,6.45896587637154
129,6,93.0606815627953,0,0,36968.289724048,8.45160147965257,5964.06540919702,23.7485907796939,5.95794234811997
129,7,81.2629160622969,0,1,38227.2351205809,8.45160147965257,5112.92816355374,25.6385762237324,5.98314639662875
129,8,88.2230226223118,0,1,38657.2869257444,8.45160147965257,6757.72154526572,26.4055409021687,5.87741866916513
129,9,86.69307608294,0,1,40438.4837278921,8.45160147965257,6698.90505021672,30.2489881572911,9.3427309790006
129,10,99.1025510967451,0,1,39405.1745562524,8.45160147965257,6832.22235555864,26.5117083905577,13.9708999033436
129,11,96.8032189690058,0,1,41727.3185495261,8.45160147965257,7551.32322181023,22.3150511303167,11.2918049858483
129,12,97.7860245664073,0,1,42137.4757541262,8.45160147965257,7557.16747838061,29.0481835564517,13.187910815959
129,13,101.981034482231,0,1,43727.9817522765,8.45160147965257,7276.61845160177,25.71899820339,10.8981068432434
129,14,101.613281807462,0,1,45900.9256098428,8.45160147965257,7641.25850977297,23.489161425167,15.4747320164458
129,15,102.668162127813,0,1,46128.6059026725,8.45160147965257,7202.47093606429,27.7197324158972,16.7053722508149
130,1,74.630420520389,1,0,15821.7384257306,13.8619906731869,6621.49789961244,27.7691588477759,3.25845194364209
130,2,74.5967128463846,1,0,16874.8460242407,13.8619906731869,4869.12365954318,27.5885413626659,3.99736302746097
130,3,74.932456932424,1,0,17047.286527985,13.8619906731869,5244.23875901951,26.5075846898009,4.18650846886447
130,4,79.4449285711258,1,0,18682.4359211793,13.8619906731869,6618.83191568334,18.9818518582829,4.50351866875287
130,5,85.7437847631276,1,0,19046.2782919848,13.8619906731869,6168.28986742931,27.8564366649661,6.09572578751336
130,6,75.2128801008124,1,0,21111.0729026621,13.8619906731869,5534.35295288589,26.4557086547782,8.88356963517175
130,7,94.6809548294287,1,1,20600.3976210402,13.8619906731869,6646.67612190915,20.2441147706134,6.41896999728929
130,8,82.4581108290125,1,1,22577.064953981,13.8619906731869,6282.13554694224,23.6459588869646,7.19892745127925
130,9,102.690472168224,1,1,23361.1053944717,13.8619906731869,6677.30810524551,28.201536053198,7.78532956891784
130,10,101.957623217074,1,1,22978.6700621748,13.8619906731869,7453.66804358931,20.1687981706078,9.83820492857521
130,11,101.712824843733,1,1,25614.117038971,13.8619906731869,6695.59360114898,25.0045285153872,11.3628783758491
130,12,94.2497210550508,1,1,24988.1746188378,13.8619906731869,6956.05747601906,23.9438043172787,10.9700440476661
130,13,96.5584771797164,1,1,25082.056909099,13.8619906731869,7628.58700467211,29.0308018822477,12.5500243381761
130,14,101.877087406283,1,1,26582.8996999721,13.8619906731869,7153.50895430638,30.5770426792408,16.4806601254843
130,15,99.9000143935559,1,1,26291.1628479435,13.8619906731869,7986.71429488603,26.4297657458443,13.7185947828829
131,1,71.1155286429235,1,0,31822.8092642973,13.3389390499143,4421.68060615229,27.3582333508202,0
131,2,84.0968734506523,1,0,31172.0554442747,13.3389390499143,5014.47671562665,21.0446600561649,3.60211590165506
131,3,92.2218100938588,1,0,34255.6238150511,13.3389390499143,6578.48243827003,24.8624252175485,5.02375455353343
131,4,80.4097182817623,1,0,31783.8317420024,13.3389390499143,6083.62212086329,25.2337475636174,2.71490095608242
131,5,79.8515918200209,1,0,33640.9856530619,13.3389390499143,5923.61603898883,22.7024968290421,2.51676128324126
131,6,92.8803003600851,1,0,35310.5073305524,13.3389390499143,5620.21993433674,22.3486937370702,6.17823260486331
131,7,91.9751651611506,1,1,35843.5631506987,13.3389390499143,6797.29888821406,25.2476411337263,5.35840070527761
131,8,93.4119095441767,1,1,38786.6132896509,13.3389390499143,6067.06823469573,30.1155847419714,5.94017389708678
131,9,102.581105039365,1,1,38274.6495940573,13.3389390499143,6543.35396508824,28.5397722966236,10.9814982757429
131,10,105.86847809481,1,1,39585.287429265,13.3389390499143,6467.04506258902,28.4340174615035,12.591993442595
131,11,107.396451822764,1,1,40833.2600186283,13.3389390499143,6878.41210628109,22.1280417808975,14.4443285810248
131,12,93.9982582825461,1,1,41174.1758603112,13.3389390499143,7808.70702404793,25.1188377188408,6.80755182247277
131,13,105.166466081204,1,1,42877.7153942468,13.3389390499143,7285.44432947924,19.8455896444019,12.7044864369211
131,14,102.726014232991,1,1,43251.8290311401,13.3389390499143,8545.53323857726,24.5562988393059,16.7264001047554
131,15,102.523884336414,1,1,44405.7340561142,13.3389390499143,8116.92490189052,21.8009498047464,14.2995945599572
132,1,71.0333844559391,1,0,30641.4362188896,13.2656540798211,5196.10029765431,28.2287655921651,0
132,2,84.0734189200243,1,0,31606.7231068784,13.2656540798211,4742.54159749459,25.7937061663626,4.18224009683691
132,3,81.9287007405306,1,0,31112.2385126675,13.2656540798211,5767.69288886732,20.0837561442898,3.45493546317467
132,4,94.0028925496123,1,0,33690.974292615,13.2656540798211,5753.41632644718,17.8534965018185,5.85791962740942
132,5,87.9635293330452,1,0,35981.6048102618,13.2656540798211,6323.29810689168,29.0665573640909,6.37229492396653
132,6,73.1536978554808,1,0,34177.0466395525,13.2656540798211,5715.33413391919,25.3179022755766,5.09779985016334
132,7,89.7307732094898,1,1,36076.1138517217,13.2656540798211,7240.59559359208,26.1033451739589,9.47730060225633
132,8,103.706730159042,1,1,36807.6079513651,13.2656540798211,6778.65370629353,22.2914419238996,8.18071480626507
132,9,93.6000705327447,1,1,37210.7793441735,13.2656540798211,6329.90042928557,26.0926195504979,9.90811728705997
132,10,100.161737364957,1,1,37293.6314881456,13.2656540798211,7029.77801321586,25.2821626258096,13.3612313097943
132,11,95.1461958938708,1,1,37565.3112176691,13.2656540798211,7249.3232643717,22.4535948116093,7.97740395312974
132,12,96.9709793830786,1,1,38152.2884573928,13.2656540798211,7562.22111786128,24.8365063314879,10.9817932872948
132,13,95.9299981479157,1,1,39412.1108228619,13.2656540798211,6892.68340630939,25.1143440159103,14.3528235517892
132,14,105.842235191169,1,1,41299.8971444949,13.2656540798211,8225.14092531529,25.0033941800436,12.9053096404885
132,15,99.0055211952703,1,1,39812.3524059679,13.2656540798211,7529.55316375959,26.1446362854127,11.4846042949152
133,1,89.2937205014638,1,0,32038.2363548615,13.3273943164369,4940.62062462548,24.5277072586034,0
133,2,86.7837389162537,1,0,33022.9984646951,13.3273943164369,5662.33182353335,18.1131438189664,3.92384368484704
133,3,95.0813190920395,1,0,34478.1033643209,13.3273943164369,5388.60280820216,24.5661554809605,2.71950057095437
133,4,85.9983382291741,1,0,34218.3213233096,13.3273943164369,5713.0489877182,28.3926532946976,4.07237178926432
133,5,87.2801361976872,1,0,35850.3263138791,13.3273943164369,5575.71157408238,21.8361368026024,5.46703234997888
133,6,94.6890310058293,1,0,34478.8357644988,13.3273943164369,5783.54016039442,23.4560506380961,9.35077144539272
133,7,106.881494130367,1,1,37456.9277941365,13.3273943164369,6702.27373875077,23.6654075391911,6.0169648748593
133,8,101.57163341555,1,1,37597.8587125833,13.3273943164369,7087.72093478152,23.1353010158642,7.94871308736849
133,9,100.099795329409,1,1,37168.8019966044,13.3273943164369,6222.11886069598,21.2344739316737,11.3202194749606
133,10,101.352198090992,1,1,36697.048200731,13.3273943164369,6643.10049636746,24.4287365583241,10.9615109269639
133,11,104.08445069844,1,1,39425.0297682413,13.3273943164369,6874.89668498116,26.8982279753144,9.28392064299965
133,12,102.56952760848,1,1,41222.1867014185,13.3273943164369,6549.8413020542,26.8431969890668,8.82138526289817
133,13,113.746292217888,1,1,41635.3408313305,13.3273943164369,7491.6959520211,29.7233961149719,14.413032183087
133,14,107.210948536882,1,1,41715.0787117465,13.3273943164369,7919.85210561882,23.8930203666886,13.7319315993242
133,15,113.491680371009,1,1,42892.2700239793,13.3273943164369,7977.04672984954,23.1900140623703,16.3121031104718
134,1,68.9571099689973,1,0,22760.0470027484,13.6717372391368,5038.73975558221,24.9461543646728,0
134,2,93.7996517337626,1,0,22895.8386163232,13.6717372391368,5720.48342933424,23.6400823516455,4.89720958951946
134,3,80.7688905953973,1,0,24746.9969631192,13.6717372391368,6969.6369290046,24.6978090521889,3.48555579649655
134,4,75.8723253601078,1,0,25848.9031728258,13.6717372391368,4638.80729886719,20.8770309065541,5.86471142682572
134,5,70.7508075509341,1,0,26057.9959070791,13.6717372391368,5122.07979285872,26.82515432431,3.81345737332637
134,6,87.6421817152125,1,0,28023.2156730117,13.6717372391368,6333.11864547002,25.9302679687348,2.69537494490738
134,7,98.4939904923039,1,1,29179.7731647046,13.6717372391368,7141.14683974132,22.5086800048526,7.51611475995574
134,8,85.3197983651905,1,1,30439.7291942424,13.6717372391368,5820.45019166358,22.0324366244104,4.5981794702253
134,9,95.510215553216,1,1,31668.6448562261,13.6717372391368,6747.98476664972,25.798217159606,8.05607933626575
134,10,100.059162915617,1,1,32412.1016891356,13.6717372391368,7617.52249563112,23.3455773863725,13.8777767464971
134,11,96.427789633069,1,1,33347.382744738,13.6717372391368,7642.67678565967,21.1606791091923,10.7400327704501
134,12,93.99995156839,1,1,33994.7464627535,13.6717372391368,7454.64512023846,23.895219276555,12.0640236205106
134,13,108.298018179521,1,1,35583.1296061112,13.6717372391368,7619.16881996997,23.5686148053507,15.7980903908934
134,14,96.9874022358206,1,1,34909.317000444,13.6717372391368,8106.75368225432,28.0498426955081,13.8096563941742
134,15,101.664205996426,1,1,37877.0249772665,13.6717372391368,7892.25805632297,23.3931788011742,16.4760835774333
135,1,84.3101611843239,1,0,34182.4136804871,13.9180694759116,6026.76133936114,24.618389261058,0.708497567870917
135,2,86.7282905974482,1,0,37963.1087064967,13.9180694759116,5121.24642265382,20.989450121127,3.2856976483937
135,3,95.4886116693297,1,0,35937.4986535856,13.9180694759116,5262.20357351276,27.7729321413687,3.07216775489786
135,4,90.0289210287023,1,0,34554.463712158,13.9180694759116,6274.07293667149,25.5069029611433,6.08082827898522
135,5,95.4551423115851,1,0,39722.4356707748,13.9180694759116,6205.22599638607,19.5078395052885,2.16849464727361
135,6,103.180673727606,1,0,38659.954816921,13.9180694759116,6851.89843067349,23.7266342037315,7.23989240652009
135,7,104.832022745921,1,1,40759.8149451559,13.9180694759116,5340.47816537946,28.8585132972057,6.01981139461609
135,8,96.4694698434917,1,1,41300.8629257961,13.9180694759116,6529.29025243627,27.7300356617556,6.15763751777299
135,9,97.1731035386272,1,1,43079.6897468274,13.9180694759116,6597.45470189729,26.4138396598233,9.41535243812412
135,10,101.510125642643,1,1,41988.3684894624,13.9180694759116,6813.56705389188,26.4359775582694,8.12104654736664
135,11,111.845378427751,1,1,42610.8297508343,13.9180694759116,7715.501257699,25.1967190332079,9.63829655402829
135,12,96.0983894054903,1,1,45773.1171709576,13.9180694759116,6698.08585852629,25.6557189434326,13.368297032641
135,13,116.139655093072,1,1,44657.8375319692,13.9180694759116,7663.78015415357,21.6143772331556,10.4255631456284
135,14,114.581534293916,1,1,44990.9677102985,13.9180694759116,8370.07466530971,29.4940654271419,15.9894964725484
135,15,113.75026197695,1,1,48210.8881518779,13.9180694759116,8351.07333296148,27.2105897095438,15.400851338974
136,1,80.654191323369,1,0,41854.7742864086,6.09401532997734,4289.07747943052,23.0552650187177,2.37153648353235
136,2,72.6421606689425,1,0,45089.708252713,6.09401532997734,5143.22124086666,24.0608396668726,1.96821198790956
136,3,77.4944502132847,1,0,44046.5851172838,6.09401532997734,5110.89590401239,25.3811303426986,1.24620675779575
136,4,92.3024847062289,1,0,44241.3542206129,6.09401532997734,5337.23639985957,23.2668107586096,2.19850925170133
136,5,87.8858064197767,1,0,44858.7338774044,6.09401532997734,5566.36201207505,19.0358048922384,4.73318468355702
136,6,81.7185117901698,1,0,48061.998566928,6.09401532997734,6557.84073847995,23.9493649214915,3.49813153578701
136,7,90.3349386968123,1,1,46053.9334757179,6.09401532997734,5877.97220514717,25.9770953013342,6.57047242125012
136,8,94.0784278331566,1,1,48777.2948715854,6.09401532997734,6999.80293742207,23.1002681924366,7.55165917793802
136,9,108.036700856445,1,1,49613.4843078459,6.09401532997734,6814.03469486596,21.5145562101298,13.7224539008326
136,10,103.49184696958,1,1,49370.469827285,6.09401532997734,6401.31934913222,26.0232578854291,10.1686106326353
136,11,96.8974555173953,1,1,52370.465105074,6.09401532997734,7323.73809976536,29.478714170709,7.69052603653041
136,12,98.3490368852327,1,1,50978.5632271063,6.09401532997734,7969.30355218849,19.5158695000843,12.1282008317633
136,13,113.605383733933,1,1,52598.2183000438,6.09401532997734,7779.52040643467,23.4424877652901,13.6371323670811
136,14,107.040299555032,1,1,53896.7900281413,6.09401532997734,8283.02361217781,18.5261815906735,12.5792097754767
136,15,113.704722926451,1,1,56723.7590640153,6.09401532997734,8189.09270646508,26.253469231463,14.3387046736607
137,1,86.7981595908735,1,0,34857.4172558158,11.5535509159204,5264.07492264248,18.5445619183819,0
137,2,81.0043404305829,1,0,36566.1868386957,11.5535509159204,4327.64365087835,26.5177211233908,3.66545890984247
137,3,85.8882799667949,1,0,34698.449978424,11.5535509159204,6103.87105043598,26.2764762780315,4.83222399388353
137,4,86.5786968007086,1,0,34273.9460869052,11.5535509159204,5021.40455316469,24.6763467306296,3.07580384752587
137,5,88.5347745161813,1,0,37501.1169709339,11.5535509159204,5312.57294541376,27.8955966697448,6.10855170813211
137,6,88.9546049540265,1,0,35575.6649781277,11.5535509159204,6442.0472967073,28.6008498225679,6.93237832422245
137,7,98.8191004043626,1,1,36454.2974059818,11.5535509159204,6609.60886149696,26.8005965908225,7.08149955114632
137,8,110.167982151154,1,1,38999.6517641773,11.5535509159204,6764.54163399423,27.6516781397798,10.7926497090615
137,9,107.97004305935,1,1,38925.4787273329,11.5535509159204,7641.37624908963,22.5508770673155,8.33457201197969
137,10,103.534580591139,1,1,40420.6484277238,11.5535509159204,7477.86241003312,28.2945824240108,9.20458366328146
137,11,103.212861340259,1,1,41599.1776793944,11.5535509159204,6899.70884113724,22.018951244432,7.13022234849068
137,12,110.62546643399,1,1,41671.1216128498,11.5535509159204,6854.27207357098,27.8307231652039,11.3270109134405
137,13,112.165563173709,1,1,41733.0805033587,11.5535509159204,8365.10403352643,24.7367922943521,13.5205591765574
137,14,100.402398473599,1,1,42495.142927943,11.5535509159204,7665.74648967675,29.4556641001103,12.7707483170329
137,15,106.06610733585,1,1,42680.324758215,11.5535509159204,7989.45940340857,26.7350450988369,11.9836900553524
138,1,73.7776831273552,1,0,23302.7818766637,12.3373914376557,5809.56922121449,25.0765045822677,0.0575407274511387
138,2,80.9395316750147,1,0,22325.8763273237,12.3373914376557,5202.36496153548,26.3177180737345,2.51458219163262
138,3,72.5349577085478,1,0,23759.7281307404,12.3373914376557,5388.24893419609,28.5379469129405,1.65327954411116
138,4,76.6836324037021,1,0,22691.5653725454,12.3373914376557,5415.33662190631,21.1490129875552,1.86036264321565
138,5,79.8718745429522,1,0,24350.0212435184,12.3373914376557,6376.80982553723,30.2461670942922,7.79678593243123
138,6,80.0200395533348,1,0,22992.2490324202,12.3373914376557,5771.6403300561,23.9730155751147,7.27410656559863
138,7,83.0277993123421,1,1,25807.7033162205,12.3373914376557,5323.46034260087,26.345713669486,9.0430395980236
138,8,91.0722967260143,1,1,24859.794302331,12.3373914376557,6065.27695299548,19.5209933086173,6.88143795199864
138,9,88.7434498457414,1,1,26894.2940379755,12.3373914376557,6741.03344666749,24.193507560544,9.34931500889953
138,10,86.6683756523591,1,1,27466.1489020534,12.3373914376557,6528.98296568021,24.143556453027,12.3103465665719
138,11,94.0705687562209,1,1,29357.3824078619,12.3373914376557,7340.4362677936,28.0694979107623,9.91879969317688
138,12,84.8001818779544,1,1,28422.2290333186,12.3373914376557,7556.51153576564,23.5620736905023,8.44505018766114
138,13,88.2325304155639,1,1,29079.3793949891,12.3373914376557,6794.72649204636,27.9371901653662,11.4573179033473
138,14,89.2941264955527,1,1,28449.6414812448,12.3373914376557,7670.88026509789,27.5090098224153,15.0906282002746
138,15,93.7476932667772,1,1,31722.1342467532,12.3373914376557,8451.81010068864,21.8035301740173,15.8088968050441
139,1,82.9142761072252,1,0,28250.5866579647,14.1740286079433,5393.14160477244,30.3808576246981,1.05949740825076
139,2,88.7882085105101,1,0,27582.9165980157,14.1740286079433,5453.01521918445,20.3787548467667,2.29131694680193
139,3,86.7708170483399,1,0,29936.310573726,14.1740286079433,4706.49165693921,20.1862519105239,5.84013109720369
139,4,85.4724389267024,1,0,28693.3953760203,14.1740286079433,5868.43376197257,32.3953779787035,1.61476541747686
139,5,97.5224523213122,1,0,28747.9081867272,14.1740286079433,6695.14079986041,21.7292667567091,8.37387240440099
139,6,89.6706770658897,1,0,30626.4544252342,14.1740286079433,6826.55361539182,23.8831740844719,7.0002247170571
139,7,100.598167892528,1,1,31730.6723627043,14.1740286079433,6166.40473707926,23.2249854453221,4.77891275119681
139,8,101.716030024513,1,1,30197.9462478168,14.1740286079433,7055.43270872068,24.1955805702931,5.48985914569666
139,9,94.8720522018519,1,1,30702.9120160256,14.1740286079433,7241.40864842683,24.0927271308071,9.27671176824767
139,10,108.677752196852,1,1,33032.0440958582,14.1740286079433,7703.28372511441,27.2668702383012,9.02922599995258
139,11,109.986137501555,1,1,34113.1382993362,14.1740286079433,7608.80615841979,25.1011668213371,12.0379661399441
139,12,103.412561684324,1,1,31935.2954350999,14.1740286079433,6693.33121940552,24.963070844637,14.5244028539208
139,13,112.566535397608,1,1,33220.673107163,14.1740286079433,7979.62687563177,24.7113968340427,14.1848376259546
139,14,97.9049868658384,1,1,35881.7093435698,14.1740286079433,6774.00566860962,25.001017086529,10.2481788421058
139,15,103.045560492969,1,1,37109.7526584208,14.1740286079433,8560.59316534405,24.6695561243572,10.3239768083956
140,1,80.4585915445506,0,0,33266.9525410011,8.43754177198415,5841.82950110797,26.9730982619672,4.05881443328717
140,2,80.794539217436,0,0,35727.3696750204,8.43754177198415,5522.70838327927,24.7446906827889,0
140,3,68.1011912060863,0,0,34792.2200608087,8.43754177198415,4628.69879807399,27.0951979276396,2.60423023658117
140,4,77.4441393150728,0,0,36118.3698398316,8.43754177198415,6333.93507333696,24.9083742481243,3.98579305169569
140,5,85.262105604422,0,0,38513.8675675882,8.43754177198415,6461.03010735645,27.4894244503222,4.39444203512459
140,6,81.3692571162656,0,0,37961.6266378689,8.43754177198415,6847.90420413358,27.1270140530332,7.20539399598883
140,7,74.9915868769813,0,1,38948.1162765329,8.43754177198415,6318.451213292,22.1184615014347,4.75228928913587
140,8,83.7315446453699,0,1,38901.4316413858,8.43754177198415,6574.52188534073,21.5736413977045,6.16427709507916
140,9,85.5923924220357,0,1,40747.3721268433,8.43754177198415,7473.92432101958,20.4045339556358,10.7924162860336
140,10,95.6407673556926,0,1,40915.1551117566,8.43754177198415,7292.50350933707,21.487763938072,7.28185112109915
140,11,81.2711660344417,0,1,40639.0403535163,8.43754177198415,6657.94128983631,15.9422578019833,10.2126471765755
140,12,94.0397693543468,0,1,42347.0471724221,8.43754177198415,7715.71592434549,30.0349079244345,11.9662110450871
140,13,90.3830448000629,0,1,43957.9491278748,8.43754177198415,7811.10634062137,28.0532205617935,13.1027276625109
140,14,96.7005765690087,0,1,45239.2891384438,8.43754177198415,8146.40661551181,22.4575308628941,15.3989145407609
140,15,109.159633281713,0,1,47022.7524628138,8.43754177198415,8261.87839947535,23.4184222882483,18.7994303300875
141,1,79.1409623593099,0,0,25464.0676501826,10.5011994305523,5460.16851285236,30.6131164594876,2.044997081652
141,2,80.0542749959497,0,0,25900.0251729381,10.5011994305523,5771.8702869857,20.232356090933,1.17405625379942
141,3,73.2248410449373,0,0,27735.463760867,10.5011994305523,5453.64103611954,24.934078727525,3.35678063408987
141,4,83.9249849011181,0,0,29646.2852381392,10.5011994305523,6519.06740872227,20.8546645516269,2.29710791818902
141,5,80.578447182847,0,0,27747.6895693561,10.5011994305523,5551.2411622654,26.3041077224406,4.1978331759024
141,6,75.0000090809866,0,0,29613.0113834316,10.5011994305523,6460.7914266806,29.6132490288639,5.83523563385764
141,7,75.7087952427705,0,1,29523.1071316805,10.5011994305523,5393.36621759357,27.1556161529928,6.68648811554904
141,8,79.7197906145976,0,1,29562.7767623337,10.5011994305523,6637.85890511749,26.3452617536818,8.90732117402697
141,9,90.4256413902528,0,1,28319.8361646631,10.5011994305523,6777.73288218312,22.5300688776942,8.62455943804861
141,10,82.5803063195871,0,1,29875.0669430177,10.5011994305523,6742.50927492973,29.2474131178226,11.6746595722305
141,11,86.5183759021089,0,1,30887.7742301264,10.5011994305523,6414.8123621777,25.4481109433239,15.5856755635669
141,12,92.3308000576008,0,1,30936.2094525907,10.5011994305523,6427.06933458231,28.5673691105411,12.4144129968712
141,13,89.475958132975,0,1,31487.0651706344,10.5011994305523,7529.30793481755,26.959225862172,11.3614147637363
141,14,92.0622566815743,0,1,32837.2880991974,10.5011994305523,6903.80587978387,23.8747933288914,11.4783025400088
141,15,95.0151157587412,0,1,34804.0014925346,10.5011994305523,7945.01447882297,26.4476696964972,17.4536332479924
142,1,66.0205633271556,0,0,12731.0570713961,8.77907102774652,4694.8744752146,25.0487199073752,0
142,2,72.195790214402,0,0,14681.8209938784,8.77907102774652,5906.91895459722,26.8676085985586,1.36951936270665
142,3,73.9210438617986,0,0,15273.0613585775,8.77907102774652,5981.51090079918,18.8132275108168,4.12071387031483
142,4,71.6633647266178,0,0,17181.562231112,8.77907102774652,5518.54527909984,23.7863676267106,3.67354330387124
142,5,79.4943688669805,0,0,17339.3075514528,8.77907102774652,6475.04343972227,20.9434904920133,5.24287569446408
142,6,81.5886745194277,0,0,18045.1159961786,8.77907102774652,7218.45248689232,26.1219945204835,6.75244747039091
142,7,86.0433744714469,0,1,18541.4978570309,8.77907102774652,6762.66955233872,21.7644539343436,9.21010013772997
142,8,87.8586766176833,0,1,20929.9942105541,8.77907102774652,6828.40561818444,21.4655654758379,3.58436512964085
142,9,85.8662945571967,0,1,22089.8368981046,8.77907102774652,6473.61315325878,23.6274297601819,11.8074536633965
142,10,93.3046820340855,0,1,21882.354583544,8.77907102774652,6574.35914108151,22.9554280609819,10.6393723004087
142,11,90.6753230480851,0,1,26047.1031290372,8.77907102774652,7148.51928922548,23.454140107307,10.7046911900536
142,12,89.8731098206259,0,1,23684.735443942,8.77907102774652,7780.50552546879,25.8952420892886,9.5571468319062
142,13,88.0513415439406,0,1,27523.9608842671,8.77907102774652,7140.91151781535,24.8128453162408,12.8530713860772
142,14,94.7124275878929,0,1,25378.6656900898,8.77907102774652,7389.1906016286,25.7067089266317,15.1347562593154
142,15,96.9176357312098,0,1,24854.2464280082,8.77907102774652,7749.72400328642,21.3730710733929,16.5217064746964
143,1,86.4557592891345,0,0,36225.9566976682,15.171720638129,4856.08567885271,25.9713453952778,2.24320820856665
143,2,95.5070770386277,0,0,37355.9700523645,15.171720638129,5332.6805185794,22.8855480403619,1.58235931895307
143,3,93.6703949127253,0,0,40282.5646955081,15.171720638129,5012.10584531199,24.6750912672222,2.23088662992875
143,4,94.0355588888344,0,0,41084.196732805,15.171720638129,5044.91490201347,21.844956005615,5.66615867496597
143,5,94.0339845046734,0,0,40355.1987412535,15.171720638129,6726.21787469257,25.9594609208941,7.66610441336824
143,6,99.1630124966076,0,0,40842.8021584735,15.171720638129,6493.20602657605,26.5762835865867,8.51459790001685
143,7,109.668715755472,0,1,40574.0682908807,15.171720638129,6574.85603090371,25.3543451087012,7.68697004228099
143,8,105.180167788641,0,1,41011.0647047641,15.171720638129,5789.83203073606,25.3255514805529,7.74906318211318
143,9,100.349058997245,0,1,41546.5539165857,15.171720638129,5400.65091513883,28.4837006179893,10.4541995423673
143,10,99.5037392512121,0,1,41970.6237414576,15.171720638129,7476.10063121381,26.6322889945069,9.50295862404746
143,11,106.245168220048,0,1,42877.9680041236,15.171720638129,7543.95706377149,27.6239979977024,11.0915051727181
143,12,108.060826536634,0,1,43371.9174036265,15.171720638129,7675.1266671674,23.8777287940829,14.2495195688407
143,13,116.285878055906,0,1,45099.861338761,15.171720638129,7962.75655765172,24.3073310095816,12.9476953331614
143,14,113.697762286198,0,1,45918.8592785058,15.171720638129,8244.87110267636,27.2212735916922,12.7529574403737
143,15,110.695781946278,0,1,47327.9380788601,15.171720638129,8025.52822454647,25.4734986483011,16.9888351254106
144,1,68.8137084621013,0,0,22081.2638450017,15.837217749628,4406.28413962902,26.1566742527943,0.2370589694868
144,2,74.5601619533014,0,0,26190.7109721573,15.837217749628,5325.45467178288,31.2902617789713,0
144,3,76.3009116823993,0,0,26542.8289035958,15.837217749628,6396.72353108265,27.902682499475,2.92327046397937
144,4,85.5895534731642,0,0,27760.6128709619,15.837217749628,5508.47398254873,27.0344480581642,3.55895907593066
144,5,76.4953204175376,0,0,27551.005455201,15.837217749628,5462.14690460839,31.7410759655916,6.28391195623925
144,6,88.9052299072935,0,0,30325.5376019604,15.837217749628,5253.84640344997,22.3185408181444,8.76773557047691
144,7,89.9400425310679,0,1,30748.1146429027,15.837217749628,6561.67099168392,27.4090958581914,5.59915403787346
144,8,96.7559185617525,0,1,33045.5872682684,15.837217749628,6958.77467836046,23.3352627097391,10.8816936144035
144,9,88.2060624735926,0,1,32742.7247474547,15.837217749628,7246.19601484703,26.043512546866,7.72741147522309
144,10,103.001925147824,0,1,38467.2320014744,15.837217749628,7300.21349899517,20.583745594268,10.8827393985254
144,11,101.340747766501,0,1,35404.8472478937,15.837217749628,7702.58085810004,21.6943334509564,10.2187585879515
144,12,97.8739803080998,0,1,37070.4488951967,15.837217749628,8057.95218021152,28.1930191704283,9.48077808172833
144,13,106.713210493473,0,1,37289.5921068443,15.837217749628,7367.78974673774,20.6169249209029,14.4635625419203
144,14,106.945074206532,0,1,39358.8913932191,15.837217749628,7401.64495486285,21.1589063876754,18.1822079766597
144,15,111.901751112463,0,1,42984.0250868183,15.837217749628,8392.11186692619,26.1438977141813,16.1111250853539
145,1,83.3903910283349,1,0,25916.744020818,14.3630301760777,6103.41819577357,23.3675680077115,0
145,2,75.42977115991,1,0,27805.958231464,14.3630301760777,5447.73420205371,22.0707675195779,3.51992952515889
145,3,80.9925540753996,1,0,27148.0928684047,14.3630301760777,6046.66635502142,21.8790374132996,2.72217846657731
145,4,81.0524872317776,1,0,30518.3545014522,14.3630301760777,6295.57201346952,23.5450743907001,0.0627566947970331
145,5,80.3376937087227,1,0,30340.4607814979,14.3630301760777,5768.70637288043,27.8681430338973,1.87807843667455
145,6,86.6155326093576,1,0,30047.5944255286,14.3630301760777,6272.59616897027,24.0800039481181,4.42088040243166
145,7,84.2177274887843,1,1,31886.7846679851,14.3630301760777,6618.62362319721,27.2364955259061,5.55336310245958
